qid,class_name,label
727,hallucinated,1
728,grounded,0
728,hallucinated,1
729,grounded,0
729,hallucinated,1
731,grounded,0
731,hallucinated,1
732,grounded,0
732,hallucinated,1
734,grounded,0
734,hallucinated,1
737,grounded,0
737,hallucinated,1
739,grounded,0
739,hallucinated,1
740,grounded,0
740,hallucinated,1
741,grounded,0
741,hallucinated,1
744,grounded,0
744,hallucinated,1
746,grounded,0
746,hallucinated,1
748,grounded,0
748,hallucinated,1
749,grounded,0
749,hallucinated,1
750,grounded,0
750,hallucinated,1
751,grounded,0
751,hallucinated,1
752,grounded,0
752,hallucinated,1
753,grounded,0
753,hallucinated,1
754,grounded,0
754,hallucinated,1
755,grounded,0
755,hallucinated,1
756,grounded,0
756,hallucinated,1
757,grounded,0
757,hallucinated,1
759,grounded,0
759,hallucinated,1
760,grounded,0
760,hallucinated,1
762,grounded,0
762,hallucinated,1
767,grounded,0
767,hallucinated,1
768,grounded,0
768,hallucinated,1
769,grounded,0
769,hallucinated,1
770,grounded,0
770,hallucinated,1
771,grounded,0
771,hallucinated,1
772,grounded,0
772,hallucinated,1
773,grounded,0
773,hallucinated,1
775,grounded,0
775,hallucinated,1
776,grounded,0
776,hallucinated,1
777,grounded,0
777,hallucinated,1
778,grounded,0
778,hallucinated,1
779,grounded,0
779,hallucinated,1
780,grounded,0
780,hallucinated,1
781,grounded,0
781,hallucinated,1
783,grounded,0
783,hallucinated,1
784,grounded,0
784,hallucinated,1
785,grounded,0
785,hallucinated,1
786,grounded,0
786,hallucinated,1
787,grounded,0
787,hallucinated,1
788,grounded,0
788,hallucinated,1
790,grounded,0
790,hallucinated,1
791,grounded,0
791,hallucinated,1
792,grounded,0
792,hallucinated,1
793,grounded,0
793,hallucinated,1
796,grounded,0
796,hallucinated,1
797,grounded,0
797,hallucinated,1
798,grounded,0
798,hallucinated,1
800,grounded,0
800,hallucinated,1
801,grounded,0
801,hallucinated,1
802,grounded,0
802,hallucinated,1
803,grounded,0
803,hallucinated,1
804,grounded,0
804,hallucinated,1
805,grounded,0
805,hallucinated,1
806,grounded,0
806,hallucinated,1
807,grounded,0
807,hallucinated,1
808,grounded,0
808,hallucinated,1
810,grounded,0
810,hallucinated,1
811,grounded,0
811,hallucinated,1
812,grounded,0
812,hallucinated,1
813,grounded,0
813,hallucinated,1
814,grounded,0
814,hallucinated,1
815,grounded,0
815,hallucinated,1
816,grounded,0
816,hallucinated,1
817,grounded,0
817,hallucinated,1
818,grounded,0
818,hallucinated,1
819,grounded,0
819,hallucinated,1
820,grounded,0
820,hallucinated,1
821,grounded,0
821,hallucinated,1
822,grounded,0
822,hallucinated,1
823,grounded,0
823,hallucinated,1
824,grounded,0
824,hallucinated,1
825,grounded,0
825,hallucinated,1
826,grounded,0
826,hallucinated,1
827,grounded,0
827,hallucinated,1
829,grounded,0
829,hallucinated,1
830,grounded,0
830,hallucinated,1
831,grounded,0
831,hallucinated,1
832,grounded,0
832,hallucinated,1
834,grounded,0
834,hallucinated,1
835,grounded,0
835,hallucinated,1
836,grounded,0
836,hallucinated,1
838,grounded,0
838,hallucinated,1
839,grounded,0
839,hallucinated,1
840,grounded,0
840,hallucinated,1
842,grounded,0
842,hallucinated,1
843,grounded,0
843,hallucinated,1
844,grounded,0
844,hallucinated,1
845,grounded,0
845,hallucinated,1
846,grounded,0
846,hallucinated,1
847,grounded,0
847,hallucinated,1
848,grounded,0
848,hallucinated,1
849,grounded,0
849,hallucinated,1
851,grounded,0
851,hallucinated,1
853,grounded,0
853,hallucinated,1
854,grounded,0
854,hallucinated,1
855,grounded,0
855,hallucinated,1
857,grounded,0
857,hallucinated,1
859,grounded,0
859,hallucinated,1
860,grounded,0
860,hallucinated,1
861,grounded,0
861,hallucinated,1
862,grounded,0
862,hallucinated,1
863,grounded,0
863,hallucinated,1
864,grounded,0
864,hallucinated,1
865,grounded,0
865,hallucinated,1
867,grounded,0
867,hallucinated,1
868,grounded,0
868,hallucinated,1
869,grounded,0
869,hallucinated,1
870,grounded,0
870,hallucinated,1
873,grounded,0
873,hallucinated,1
874,grounded,0
874,hallucinated,1
875,grounded,0
875,hallucinated,1
876,grounded,0
876,hallucinated,1
877,grounded,0
877,hallucinated,1
878,grounded,0
878,hallucinated,1
880,grounded,0
880,hallucinated,1
881,grounded,0
881,hallucinated,1
882,grounded,0
882,hallucinated,1
884,grounded,0
884,hallucinated,1
885,grounded,0
885,hallucinated,1
886,grounded,0
886,hallucinated,1
887,grounded,0
887,hallucinated,1
888,grounded,0
888,hallucinated,1
889,grounded,0
889,hallucinated,1
890,grounded,0
890,hallucinated,1
891,grounded,0
891,hallucinated,1
892,grounded,0
892,hallucinated,1
893,grounded,0
893,hallucinated,1
894,grounded,0
894,hallucinated,1
895,grounded,0
895,hallucinated,1
896,grounded,0
896,hallucinated,1
897,grounded,0
897,hallucinated,1
898,grounded,0
898,hallucinated,1
899,grounded,0
899,hallucinated,1
900,grounded,0
900,hallucinated,1
901,grounded,0
901,hallucinated,1
902,grounded,0
902,hallucinated,1
903,grounded,0
903,hallucinated,1
904,grounded,0
904,hallucinated,1
905,grounded,0
905,hallucinated,1
907,grounded,0
907,hallucinated,1
909,grounded,0
909,hallucinated,1
910,grounded,0
910,hallucinated,1
911,grounded,0
911,hallucinated,1
912,grounded,0
912,hallucinated,1
913,grounded,0
913,hallucinated,1
915,grounded,0
915,hallucinated,1
916,grounded,0
916,hallucinated,1
917,grounded,0
917,hallucinated,1
918,grounded,0
918,hallucinated,1
919,grounded,0
919,hallucinated,1
920,grounded,0
920,hallucinated,1
922,grounded,0
922,hallucinated,1
923,grounded,0
923,hallucinated,1
924,grounded,0
924,hallucinated,1
925,grounded,0
925,hallucinated,1
926,grounded,0
926,hallucinated,1
928,grounded,0
928,hallucinated,1
929,grounded,0
929,hallucinated,1
930,grounded,0
930,hallucinated,1
931,grounded,0
931,hallucinated,1
933,grounded,0
933,hallucinated,1
935,grounded,0
935,hallucinated,1
936,grounded,0
936,hallucinated,1
937,grounded,0
937,hallucinated,1
938,grounded,0
938,hallucinated,1
939,grounded,0
939,hallucinated,1
941,grounded,0
941,hallucinated,1
942,grounded,0
942,hallucinated,1
943,grounded,0
943,hallucinated,1
944,grounded,0
944,hallucinated,1
945,grounded,0
945,hallucinated,1
946,grounded,0
946,hallucinated,1
947,grounded,0
947,hallucinated,1
948,grounded,0
948,hallucinated,1
949,grounded,0
949,hallucinated,1
950,grounded,0
950,hallucinated,1
951,grounded,0
951,hallucinated,1
953,grounded,0
953,hallucinated,1
954,grounded,0
954,hallucinated,1
955,grounded,0
955,hallucinated,1
956,grounded,0
956,hallucinated,1
957,grounded,0
957,hallucinated,1
959,grounded,0
959,hallucinated,1
961,grounded,0
961,hallucinated,1
962,grounded,0
962,hallucinated,1
963,grounded,0
963,hallucinated,1
966,grounded,0
966,hallucinated,1
968,grounded,0
968,hallucinated,1
969,grounded,0
969,hallucinated,1
972,grounded,0
972,hallucinated,1
973,grounded,0
973,hallucinated,1
974,grounded,0
974,hallucinated,1
975,grounded,0
975,hallucinated,1
976,grounded,0
976,hallucinated,1
977,grounded,0
977,hallucinated,1
978,grounded,0
978,hallucinated,1
979,grounded,0
979,hallucinated,1
980,grounded,0
980,hallucinated,1
981,grounded,0
981,hallucinated,1
982,grounded,0
